max:9334 [14, 6, 2, 8, 4, 12, 7, 11, 10, 9, 3, 1, 0, 13, 5] [4, 10, 2, 8, 14, 12, 6, 11, 3, 9, 7, 1, 0, 13, 5]
max:11149 [11, 13, 14, 8, 9, 6, 7, 3, 12, 10, 1, 5, 0, 4, 2] [11, 13, 14, 8, 9, 12, 7, 3, 6, 10, 1, 5, 0, 4, 2]
max:11994 [11, 8, 14, 6, 9, 13, 7, 3, 12, 0, 1, 5, 10, 4, 2] [11, 8, 14, 6, 9, 13, 7, 3, 12, 10, 1, 5, 0, 4, 2]
max:11994 [11, 8, 14, 6, 9, 13, 7, 3, 12, 0, 1, 5, 10, 4, 2] [11, 8, 14, 6, 9, 13, 7, 3, 12, 10, 1, 5, 0, 4, 2]
max:12172 [6, 8, 14, 12, 9, 11, 7, 3, 13, 10, 1, 5, 0, 4, 2] [11, 8, 14, 6, 9, 13, 7, 3, 12, 0, 1, 5, 10, 4, 2]
max:12346 [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 10, 1, 5, 0, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:12640 [14, 8, 6, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2] [6, 8, 14, 12, 9, 11, 7, 3, 13, 0, 1, 5, 10, 4, 2]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13291 [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 12, 9, 11, 10, 3, 13, 0, 1, 5, 2, 4, 7]
max:13315 [14, 8, 7, 6, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2]
max:13315 [14, 8, 7, 6, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2] [14, 8, 6, 7, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2]
max:13538 [14, 8, 7, 4, 9, 11, 10, 3, 13, 0, 1, 5, 12, 6, 2] [14, 8, 7, 6, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2]
max:13538 [14, 8, 7, 4, 9, 11, 10, 3, 13, 0, 1, 5, 12, 6, 2] [14, 8, 7, 6, 9, 11, 10, 3, 13, 0, 1, 5, 12, 4, 2]
